strain_id;probiotic_name;brand;strain_name;target;status;effect;icd;class;references_linkage;reference;taxonomy_id;detailed_effect;ncbi_genome;mbgd_genome;lineage
Probio_H_00641;Lactobacillus plantarum;ProViva;299v;Human;Marketed;Provides digestive relief from occasional gas, bloating, and other minor digestive issues;K00-K93;(K00-K93) Diseases of the digestive system;http://www.ncbi.nlm.nih.gov/pubmed/?term=15831388;" Vos MSSTTMWd (2005) Probiotic and other functional microbes: from markets to mechanisms. Current Opinion in Biotechnology 16(2):204-211.Saxelin M1, Tynkkynen S, Mattila-Sandholm T, de Vos WM. Probiotic and other functional microbes: from markets to mechanisms. <i>Curr Opin Biotechnol</i>. 2005 Apr;16(2):204-11.";1590;Info will be available soon;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00642;Lactobacillus plantarum;ProViva;299v;Human;Marketed;Fights free radicals;;Immune health;http://probi.se/en/our-products/consumer-products/proviva-active;PROVIVA ACTIVE;1590;increase the body’s preparedness to fight free radicals formed in the body during physical exercise.;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00643;Lactobacillus plantarum;ProViva;299v;Human;Clinical trial;Irritable bowel syndrome (IBS);K58;(K00-K93) Diseases of the digestive system;http://www.ncbi.nlm.nih.gov/pubmed/?term=11711768;Niedzielin K, Kordecki H, Birkenfeld B. A controlled, double-blind, randomized study on the efficacy of Lactobacillus plantarum 299V in patients with irritable bowel syndrome. <i>Eur J Gastroenterol Hepatol</i>. 2001 Oct. 13(10):1143-7.;1590;Have a beneficial effect in patients with IBS.With regards to all IBS symptoms an improvement was noted in 95% of patients in the LP299V group vs 15% of patients in the placebo group (P < 0.0001). ;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00644;Lactobacillus plantarum;-;299v;Human;Clinical trial;"Irritable bowel syndrome (IBS); Clostridium difficile diarrhoea";"K58; A04.7; A09; K59.1";"(K00-K93) Diseases of the digestive system; (A00-B99) Certain infectious and parasitic diseases";"http://www.ncbi.nlm.nih.gov/pubmed/?term=18465170; http://www.ncbi.nlm.nih.gov/pubmed/?term=12953945";"Nikfar S, Rahimi R, Rahimi F, Derakhshani S, Abdollahi M. Efficacy of probiotics in irritable bowel syndrome: a meta-analysis of randomized, controlled trials. <i>Dis Colon Rectum</i>. 2008 Dec. 51(12):1775-80.; Wullt M, Hagslätt ML, Odenholt I. Lactobacillus plantarum 299v for the treatment of recurrent Clostridium difficile-associated diarrhoea: a double-blind, placebo-controlled trial. <i>Scand J Infect Dis</i>. 2003. 35(6-7):365-7.";1590;Relief of irritable bowel syndrome Reduction of LDL-cholesterol Reduction of the recurrence of Clostridium difficile diarrhoea Improvement in overall GI function (pain, flatulence, frequency, consistency).;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00645;Lactobacillus plantarum;Good Belly Nature Made Digestive Probiotic Health;299v (LP299v);Human;Marketed;Food digestion;K00-K93;(K00-K93) Diseases of the digestive system;http://cdrf.org/home/checkoff-investments/usprobiotics/products-with-probiotics/;Products with Probiotics.;1590;digestive health;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00646;Lactobacillus plantarum;-;423;Human;Research;Prevents the growth of intestinal microbiota(e.g., Salmonella infection);A00-B99;(A00-B99) Certain infectious and parasitic diseases;"http://www.ncbi.nlm.nih.gov/pubmed/?term=18641972; http://www.ncbi.nlm.nih.gov/pubmed/?term=18963159; http://www.ncbi.nlm.nih.gov/pubmed/?term=20127245; http://www.ncbi.nlm.nih.gov/pubmed/?term=20967791";"Botes M, Loos B, van Reenen CA, Dicks LM. Adhesion of the probiotic strains  Enterococcus mundtii ST4SA and Lactobacillus plantarum 423 to Caco-2 cells under  conditions simulating the intestinal tract, and in the presence of antibiotics and anti-inflammatory medicaments. <i>Arch Microbiol</i>. 2008 Nov. 190(5):573-84.; Botes M, van Reenen CA, Dicks LM. Evaluation of Enterococcus mundtii ST4SA and Lactobacillus plantarum 423 as probiotics by using a gastro-intestinal model  with infant milk formulations as substrate. <i>Int J Food Microbiol</i>. 2008 Dec 10. 128(2):362-70.; Dicks LM, ten Doeschate K. Enterococcus mundtii ST4SA and Lactobacillus plantarum 423 alleviated symptoms of Salmonella infection, as determined in Wistar rats challenged with Salmonella enterica serovar Typhimurium. <i>Curr Microbiol</i>. 2010 Sep. 61(3):184-9.; Dicks LM, Granger M, van Reenen CA. Survival and adherence of antimicrobial  peptide ST4SA, produced by Enterococcus mundtii, at conditions found in the human gastro-intestinal tract. <i>J Basic Microbiol</i>. 2010 Dec. 50 Suppl 1:S25-9.";1590;Info will be available soon;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00647;Lactobacillus plantarum;AB-LIFE;CECT 7527;Human;Clinical trial;Hypercholesterolaemia(Cholesterol-lowering);E78.0;(E00-E90) Endocrine, nutritional and metabolic diseases;http://www.ncbi.nlm.nih.gov/pubmed/?term=23017585;Fuentes MC, Lajo T, Carrión JM, Cuñé J. Cholesterol-lowering efficacy of Lactobacillus plantarum CECT 7527, 7528 and 7529 in hypercholesterolaemic adults. <i>Br J Nutr</i>. 2013 May 28. 109(10):1866-72.;1590;The biofunctionality of L. plantarum (CECT 7527, CECT 7528 and CECT 7529) is proportional to the cardiovascular risk of the patient, having a better effect in patients with higher levels of cholesterol.;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00648;Lactobacillus plantarum;AB-LIFE;CECT 7528;Human;Clinical trial;Hypercholesterolaemia(Cholesterol-lowering);E78.0;(E00-E90) Endocrine, nutritional and metabolic diseases;http://www.ncbi.nlm.nih.gov/pubmed/?term=23017585;Fuentes MC, Lajo T, Carrión JM, Cuñé J. Cholesterol-lowering efficacy of Lactobacillus plantarum CECT 7527, 7528 and 7529 in hypercholesterolaemic adults. <i>Br J Nutr</i>. 2013 May 28. 109(10):1866-72.;1590;The biofunctionality of L. plantarum (CECT 7527, CECT 7528 and CECT 7529) is proportional to the cardiovascular risk of the patient, having a better effect in patients with higher levels of cholesterol.;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00649;Lactobacillus plantarum;AB-LIFE;CECT 7529;Human;Clinical trial;Hypercholesterolaemia(Cholesterol-lowering);E78.0;(E00-E90) Endocrine, nutritional and metabolic diseases;http://www.ncbi.nlm.nih.gov/pubmed/?term=23017585;Fuentes MC, Lajo T, Carrión JM, Cuñé J. Cholesterol-lowering efficacy of Lactobacillus plantarum CECT 7527, 7528 and 7529 in hypercholesterolaemic adults. <i>Br J Nutr</i>. 2013 May 28. 109(10):1866-72.;1590;The biofunctionality of L. plantarum (CECT 7527, CECT 7528 and CECT 7529) is proportional to the cardiovascular risk of the patient, having a better effect in patients with higher levels of cholesterol.;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00650;Lactobacillus plantarum;-;CECT7315;Human;Clinical trial;Immunity enhancement;J10;"(J00-J99) Diseases of the respiratory system; Immune health";http://www.ncbi.nlm.nih.gov/pubmed/?term=22732975;Bosch M, Méndez M, Pérez M, Farran A, Fuentes MC, Cuñé J. Lactobacillus plantarum CECT7315 and CECT7316 stimulate immunoglobulin production after influenza vaccination in elderly. <i>Nutr Hosp</i>. 2012 Mar-Apr. 27(2):504-9.;1590;The consumption of L. plantarum CECT 7315/7316 during 3 months after influenza vaccination increased the levels of influenza-specific IgA and IgG antibodies. Moreover, a trend towards an increase in influenza-specific IgM antibodies was also observed. L. plantarum CECT7315/7316 has an immunostimulating effect and could be used to improve the response to influenza vaccination in elderly.;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00651;Lactobacillus plantarum;-;CECT7316;Human;Clinical trial;Immunity enhancement;J10;"(J00-J99) Diseases of the respiratory system; Immune health";http://www.ncbi.nlm.nih.gov/pubmed/?term=22732975;Bosch M, Méndez M, Pérez M, Farran A, Fuentes MC, Cuñé J. Lactobacillus plantarum CECT7315 and CECT7316 stimulate immunoglobulin production after influenza vaccination in elderly. <i>Nutr Hosp</i>. 2012 Mar-Apr. 27(2):504-9.;1590;The consumption of L. plantarum CECT 7315/7316 during 3 months after influenza vaccination increased the levels of influenza-specific IgA and IgG antibodies. Moreover, a trend towards an increase in influenza-specific IgM antibodies was also observed. L. plantarum CECT7315/7316 has an immunostimulating effect and could be used to improve the response to influenza vaccination in elderly.;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00652;Lactobacillus plantarum;-;CJLP133;Human;Clinical trial;Atopic dermatitis;L20;(L00-L99) Diseases of the skin and subcutaneous tissue;http://www.ncbi.nlm.nih.gov/pubmed/?term=23050557;Han Y, Kim B, Ban J, Lee J, Kim BJ, Choi BS, Hwang S, Ahn K, Kim J. A randomized trial of Lactobacillus plantarum CJLP133 for the treatment of atopic dermatitis. <i>Pediatr Allergy Immunol</i>. 2012 Nov. 23(7):667-73.;1590;Supplementation with probiotic L. plantarum CJLP133 is beneficial in the treatment of pediatric atopic dermatitis (AD).;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00653;Lactobacillus plantarum;-;CS24.2;Human;Research;Escherichia coli infection;B96.2;(A00-B99) Certain infectious and parasitic diseases;http://www.ncbi.nlm.nih.gov/pubmed/?term=23586634;Dhanani AS, Bagchi T. Lactobacillus plantarum CS24.2 prevents Escherichia coli adhesion to HT-29 cells and also down-regulates enteropathogen-induced tumor necrosis factor-a and interleukin-8 expression. <i>Microbiol Immunol</i>. 2013 Apr. 57(4):309-15.;1590;Lactobacillus plantarum CS24.2 prevents Escherichia coli adhesion to HT-29 cells and also down-regulates enteropathogen-induced tumor necrosis factor-a and interleukin-8 expression.;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00654;Lactobacillus plantarum;Pharmax;CUL-66 (NCIMB 30280);Human;Marketed;Temporarily modify gut flora;;Maintenance of human gut microenvironment;https://www.amazon.com/Pharmax-Probiotic-Supplement-Vegetable-Capsules/dp/B00N4MZ6A0/ref=sr_1_5_a_it?ie=UTF8&qid=1479950661&sr=8-5&keywords=Pharmax+probiotics;Amazon Website;1590;Temporarily modify gut flora;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00655;Lactobacillus plantarum;Nature's Bounty;DSM 15312 (HEAL 9);Human;Marketed;Supports intestinal health may be a contributing factor to immune health;;Maintenance of human gut microenvironment;https://www.amazon.com/Natures-Bounty-Strength-Probiotic-Capsules/dp/B0139P2QUO/ref=sr_1_3_s_it?s=hpc&ie=UTF8&qid=1479884236&sr=1-3&keywords=Nature%27s+Bounty+probiotics;Amazon Website;1590;Supporting intestinal health may be a contributing factor to immune health;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00656;Lactobacillus plantarum;"Advanced Naturals; Renew Life";GPS4215;Human;Marketed;"Promotes digestive and immune health; Supports vaginal and urinary health";"K00-K93; N00-N99";"(K00-K93) Diseases of the digestive system; Immune health; (N00-N99) Diseases of the genitourinary system";https://www.amazon.com/Renew-Life-Ultimate-Complete-Capsules/dp/B00CCCNISU/ref=sr_1_8_a_it?ie=UTF8&qid=1479949839&sr=8-8&keywords=Flora%2Bprobiotics&th=1;Amazon Website;1590;Promotes digestive and immune health,Supports vaginal and urinary health;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00657;Lactobacillus plantarum;"Flora; Vibrant Health; Dr.Whitaker; UDOs Choice; Natire's Way; Optimal Blend";HA-119;Human;Marketed;Delivers digestive support for occasional gas, bloating and constipation;K00-K93;(K00-K93) Diseases of the digestive system;https://www.amazon.com/Dr-Whitakers-Probiotic-Essentials-Bacteria/dp/B00O15Q4LO/ref=sr_1_2_s_it?s=hpc&ie=UTF8&qid=1479907986&sr=1-2&keywords=Dr.Whitaker+probiotics;Amazon Website;1590;Delivers digestive support for occasional gas, bloating and constipation;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00658;Lactobacillus plantarum;;HEAL 9 (DSM 15312);Human;Clinical trial;Reduces the risk of acquiring common cold infections;A00-B99;(A00-B99) Certain infectious and parasitic diseases;;Berggren A LAI, Larsson N, Önning G. (2011) Randomised, double-blind and placebo-controlled study using new probiotic lactobacilli for strengthening the body immune defence against viral infections. <i>European journal of nutrition</i> 50(3):203-210.;1590;Info will be available soon;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00659;Lactobacillus plantarum;-;HEAL 9 (DSM 15312) ;Human;Clinical trial;Common cold infections;J00;(J00-J99) Diseases of the respiratory system;http://www.ncbi.nlm.nih.gov/pubmed/?term=20803023;Berggren A, Lazou Ahrén I, Larsson N, Önning G. Randomised, double-blind and placebo-controlled study using new probiotic lactobacilli for strengthening the body immune defence against viral infections. <i>Eur J Nutr</i>. 2011 Apr. 50(3):203-10.;1590;[1] reduces the risk of acquiring common cold infections. [2] treatment of recurrent Clostridium difficile-associated diarrhoea.;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00660;Lactobacillus plantarum;-;HSK 201;Human;Clinical trial;Japanese cedar pollinosis;J30.1;(J00-J99) Diseases of the respiratory system;http://www.ncbi.nlm.nih.gov/pubmed/?term=19966482;Hasegawa T, Hirakawa K, Matsumoto T, Toki S, Maeyama Y, Morimatsu F. Efficacy of Lactobacillus plantarum strain HSK201 in relief from Japanese cedar pollinosis. <i>Biosci Biotechnol Biochem</i>. 2009 Dec. 73(12):2626-31.;1590;Ingestion of the HSK201 strain alleviates pollinosis symptoms during the period when pollen exposure is low and the symptoms are mild.;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00661;Lactobacillus plantarum;Dr.Formulas;LM;Human;Marketed;Helps restore digestive balance;K00-K93;(K00-K93) Diseases of the digestive system;https://www.amazon.com/Nexabiotic-Probiotics-Recommended-Acidophilus-Boulardii/dp/B01L7FB5NM/ref=sr_1_4_s_it?s=hpc&ie=UTF8&qid=1479907309&sr=1-4&keywords=Dr.Formulas%2Bprobiotics&th=1;Amazon Website;1590;Helps restore digestive balance;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00662;Lactobacillus plantarum;Daily Body Restore;LP-115;Human;Marketed;Protects against occasional digestive upsets;K00-K93;(K00-K93) Diseases of the digestive system;https://www.amazon.com/Daily-Body-Restore-Probiotic-Digestive/dp/B00J6G8XB2/ref=sr_1_1_a_it?ie=UTF8&qid=1479951624&sr=8-1&keywords=Daily+Body+Restore+probiotics;Amazon Website;1590;Protect against occasional digestive upsets;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00663;Lactobacillus plantarum;"Comeforte; Natural Wellness; Palm Beach Vitamins; Healthy Origins; Scintillant Nutrients; Ultrachamp Fitness & Lifestyle; Vitamin Discount Center; Naturenetics; Natureful; Nova Nutritions; HB&S Solutions; Now Foods; Phytoral; NutriFlair; Best in Nature; Andrew Lessman; Daily Body Restore; Boca Naturals; Intelligent Labs; GoLive; LiveWellLabs; Schwartz Bioresreach; MEGATHOM; Olympic Fit; Earth Design; Nutra Rise; Preceous; Webber Naturals; AspireVitality; Lively Ventures; Dynamic Healthy Solutions; Pure Encapsulations; Natrogix; Easy Living Nutra; Rush Nutrition; Huntington Labs; Earthwell; Renew Actives; Doctor HEALTH; Nutri eNatural; Viva Labs; Tropical Holistic; PUR Nutraceuticals; Power; Metabolic Maintenance; Jarrow Formulas; All Natural; MAKTREK; Friendly Flora; Made Man; Nutrition Now PB 8; Bio Sense; Probiotic 40 billion; EXTREME Probiotics 40; Probiotic Boost; Vitaxeem; ULTRABIOTIC; Best Naturals; ThinkBiome; Baseline Nutritionals Health Products; Amy Myers.MD; Allegany Nutrition; Adaptogen Research; HIP Shape; NeuroBiologix; 4Xpro-B;Rightway Nutrition; Naturewise;Naeural Biomedical;Lumen Naturals;Amazing4U2;Friendly Fighters; New formula;Nutracraft;NatureCity;Fitness;Jarrow Formulas";Lp-115;Human;Marketed;Helps safely repopulate your gut with beneficial flora, and crowds out harmful bacteria;;Maintenance of human gut microenvironment;https://www.amazon.com/NatureWise-Maximum-Care-Time-Release-Probiotics/dp/B01E6C4FVM/ref=sr_1_1_s_it?s=hpc&ie=UTF8&qid=1479884641&sr=1-1&keywords=naturewise%2Bprobiotics&th=1;Amazon Website;1590;Help safely repopulate your gut with beneficial flora, and crowd out harmful bacteria;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00664;Lactobacillus plantarum;-;Lp-115;Human;Clinical trial;Metabolic syndrome;E88.8;(E00-E90) Endocrine, nutritional and metabolic diseases;http://www.ncbi.nlm.nih.gov/pubmed/?term=24613434;Barreto FM, Colado Simão AN, Morimoto HK, Batisti Lozovoy MA, Dichi I, Helena da Silva Miglioranza L. Beneficial effects of Lactobacillus plantarum on glycemia and homocysteine levels in postmenopausal women with metabolic syndrome. <i>Nutrition</i>. 2014 Jul-Aug. 30(7-8):939-42.;1590;Fermented milk with L. plantarum showed more favorable results than non-fermented milk in relation to cardiovascular risk factors in postmenopausal women with Metabolic syndrome (MetS).;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00665;Lactobacillus plantarum;"Solgar; Nature Made; GoodBelly; Sundown Naturals; Nature's Bounty; Source Naturals; Dental ProbioticVita; Dr.Sinatra";LP299v;Human;Marketed;Provides digestive relief from occasional gas, bloating, and other minor digestive issues;K00-K93;(K00-K93) Diseases of the digestive system;https://www.amazon.com/Dr-Probiotic-Solutions-Digestive-Supplement/dp/B008FQHYHI/ref=sr_1_1_s_it?s=hpc&ie=UTF8&qid=1479883097&sr=1-1&keywords=Dr.Sinatra+probiotics;Amazon Website;1590;Provide digestive relief from occasional gas, bloating, and other minor digestive issues;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00666;Lactobacillus plantarum;Vibrant Health;MAK45L23P;Human;Marketed;Reverses the course of intestinal dysfunction;;Maintenance of human gut microenvironment;https://www.amazon.com/Vibrant-Health-Improved-Probiotics-Mandarin/dp/B01F9C7VY6/ref=sr_1_1_s_it?s=hpc&ie=UTF8&qid=1479881049&sr=1-1&keywords=Vibrant+Health+probiotics;Amazon Website;1590;Reverse the course of intestinal dysfunction;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00667;Lactobacillus plantarum;;NCIMB8826;Human;Clinical trial;Anti-inflammatory activity;;Inflammation;;Goktepe I, Juneja V K, Ahmedna M, et al. Probiotics in food safety and human health.[J]. <i>Rev.bras.cienc.farm</i>, 2006, 42(4):615-615.;1590;Info will be available soon;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
Probio_H_00668;Lactobacillus plantarum;-;No.14;Human;Clinical trial;Seasonal allergic disease;J30.2;(J00-J99) Diseases of the respiratory system;http://www.ncbi.nlm.nih.gov/pubmed/?term=20834165;Nagata Y, Yoshida M, Kitazawa H, Araki E, Gomyo T. Improvements in seasonal  allergic disease with Lactobacillus plantarum No. 14. <i>Biosci Biotechnol Biochem</i>.  2010. 74(9):1869-77.;1590;Show clinical effects of LP14 on seasonal allergic diseases.;http://www.ncbi.nlm.nih.gov/genome/1108;http://mbgd.genome.ad.jp/htbin/MBGD_whole_html.pl?spec=lpl;"[no rank:root]; [no rank:cellular organisms]; [superkingdom:Bacteria]; [no rank:Terrabacteria group]; [phylum:Firmicutes]; [class:Bacilli]; [order:Lactobacillales]; [family:Lactobacillaceae]; [genus:Lactobacillus]"
